-35778.681681512295,-16873.161271124365,2733.1915822066694,-11110.434147570733,-7227.556610639238,-75508.55448417325,56395.99289352866,18314.069441102783,-12201.716917538197,57993.69968040343
-14916.358162548575,16809.54665434712,6084.743365391358,51303.54228395047,59872.3538535727,-93709.30588949526,54203.18699982614,-22629.547186060234,4829.277325984349,59317.93486251072
90320.11698904664,-22794.19494281309,-42057.622569695945,-63145.5878810108,-28515.208332804243,-43377.324372323914,12637.689106257023,-1866.5143466532627,24895.821982960348,3400.3975035426265
37376.80748601574,-3643.1645948628357,3815.6283314914253,-7882.275038390962,-39981.02267551628,-17105.77440962874,17014.409909760936,22363.413449390562,41510.5828867069,93094.28366530014
15322.170505744296,-65652.79576300654,33288.160306845566,41711.83151352113,-27756.72002279072,14054.532943926999,33308.99335086231,11646.492559360056,2185.075109807387,132955.3283476699
56771.041640974705,35288.10303436681,-21014.172613013492,-53672.293215749014,-50507.10584885102,5878.81604367322,-40958.78847791793,-39440.6510394491,-923.76905058994,127250.61100674857
-6067.214910992629,20160.199676744898,10185.1334982332,-63432.59026718332,2064.2748664704814,-102710.92298902813,19310.4857226475,9289.951008712296,-46610.145386815595,41680.52863274431
39722.2613557928,-66672.25266093767,-37140.35289306269,-24860.322085990996,35197.7611648363,37359.34522573725,-21105.242926344188,87790.72517096908,-3780.411547237538,47422.215990816694
39436.99291818317,12740.58894574808,30395.621771483908,-45029.50962235657,52546.39547377253,-42189.84843599939,-3138.1015808257575,14691.697324583853,27837.37951655581,96150.08414019248
-4022.7551391395846,3680.6644483080327,-34600.51844668315,-30132.105048490357,-58919.110003460366,-74035.61623155145,-6355.789234077778,52702.07561827067,-78496.53193873995,69001.57364899837
4181.819842065004,-53355.54554818847,48767.27668916437,17591.94514429352,-43231.931032574794,-105784.85908876303,-10371.645128251694,14226.381746360074,18361.291600446923,2519.026481608378
-2830.8016049271755,-25623.775709452337,-13799.089226630469,19664.340368648554,10804.377762196726,-13718.546506295563,-14874.28292069611,20351.006601680267,40331.92171485169,44662.80871337387
24917.65530520786,-31812.09947787218,-53208.32239230861,-44324.822221874674,-5571.568065547242,-59509.67728995586,16919.611616895527,26713.08129619062,-52382.237618856394,80921.93448540132
35900.33761588964,15097.810990794014,25413.98839715932,58163.47501416235,-57757.30426305403,-70705.36517716109,-44658.30445333988,75096.69874914963,-9075.016319893588,122024.86635774431
-37460.754550118116,-6757.364137011065,31436.86256661868,41330.69848880142,-33268.461560167445,-74011.27808325268,-32943.64497865866,13810.474270731022,20181.007003964754,17710.004074888777
9088.826313288104,-74882.11588547615,35529.09169100948,-33097.85332616531,32389.81945411113,-94627.7708029114,-1254.749823725706,-4858.396796538576,-8389.812102947522,18372.51516594383
1999.5381253535616,-9968.086585394183,17633.277963233377,4310.623636367556,-6966.789110684575,-55033.61348435859,-11790.171277916848,45628.28195675852,3156.0430177667004,14790.860270076686
13059.324053603134,-43890.54228534793,-38020.56922064445,-5336.939243752342,-16879.193137371836,-50033.045019515645,-23156.217474831683,-8410.389114051584,-82911.44902187039,57326.00911229101
29671.503932637544,-72662.08544763195,-30336.79455819171,-55843.141732933946,-48240.03628477776,-32246.116437367215,33594.50102795003,-23796.164102416675,-7055.321424121281,-17376.741585417716
18356.063888919853,-3770.150843040943,3499.8757084254576,-38514.63793436179,-20507.963315051475,-73640.75923499529,-20453.66153768588,-140.26623516594373,43543.75747218479,32564.152475249743
